---,Actor,Location,Rotation,Scale,Mesh,Materials
Row_22,BlueprintGeneratedClass'/Game/Items/AmmoSpawner.AmmoSpawner_C',"(X=13451.044922,Y=-100718.632812,Z=244.166748)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_23,BlueprintGeneratedClass'/Game/Items/AmmoSpawner.AmmoSpawner_C',"(X=16348.007812,Y=-100961.046875,Z=237.520721)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_24,BlueprintGeneratedClass'/Game/Items/AmmoSpawner.AmmoSpawner_C',"(X=-101349.484375,Y=-125076.335938,Z=2029.329712)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_25,BlueprintGeneratedClass'/Game/Items/AmmoSpawner.AmmoSpawner_C',"(X=16864.832031,Y=-100676.656250,Z=237.612274)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_26,BlueprintGeneratedClass'/Game/Items/AmmoSpawner.AmmoSpawner_C',"(X=113817.101562,Y=-43465.843750,Z=2595.086426)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_27,BlueprintGeneratedClass'/Game/Items/AmmoSpawner.AmmoSpawner_C',"(X=113918.601562,Y=-43292.984375,Z=2595.086426)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_28,BlueprintGeneratedClass'/Game/Items/AmmoSpawner.AmmoSpawner_C',"(X=-78038.531250,Y=108603.945312,Z=2404.063721)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_29,BlueprintGeneratedClass'/Game/Items/AmmoSpawner.AmmoSpawner_C',"(X=-77865.039062,Y=108662.187500,Z=2399.024902)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_30,BlueprintGeneratedClass'/Game/Items/AmmoSpawner.AmmoSpawner_C',"(X=69733.625000,Y=-100159.234375,Z=2758.340576)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_31,BlueprintGeneratedClass'/Game/Items/AmmoSpawner.AmmoSpawner_C',"(X=-75483.945312,Y=-68535.515625,Z=3102.562256)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_32,BlueprintGeneratedClass'/Game/Items/AmmoSpawner.AmmoSpawner_C',"(X=-71081.234375,Y=-75567.281250,Z=3102.485596)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_33,BlueprintGeneratedClass'/Game/Items/AmmoSpawner.AmmoSpawner_C',"(X=30376.248047,Y=-39694.414062,Z=6372.961426)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_34,BlueprintGeneratedClass'/Game/Items/AmmoSpawner.AmmoSpawner_C',"(X=30455.328125,Y=-39698.660156,Z=6372.961426)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_35,BlueprintGeneratedClass'/Game/Items/AmmoSpawner.AmmoSpawner_C',"(X=17043.140625,Y=36182.601562,Z=3116.987793)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_36,BlueprintGeneratedClass'/Game/Items/AmmoSpawner.AmmoSpawner_C',"(X=17081.410156,Y=35477.878906,Z=3125.755127)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_37,BlueprintGeneratedClass'/Game/Items/AmmoSpawner.AmmoSpawner_C',"(X=-124730.414062,Y=-97841.093750,Z=1816.364502)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_38,BlueprintGeneratedClass'/Game/AppActorBlueprint.AppActorBlueprint_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_39,Class'/Script/Engine.AudioVolume',"(X=-81619.343750,Y=43660.539062,Z=12315.265625)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.375000,Y=1.000000,Z=1.000000)",
Row_40,Class'/Script/Engine.AudioVolume',"(X=-81961.773438,Y=45246.996094,Z=12406.185547)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_41,Class'/Script/Engine.AudioVolume',"(X=120398.664062,Y=40129.179688,Z=630.772339)","(Pitch=0.000000,Yaw=3.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_42,Class'/Script/Engine.AudioVolume',"(X=-75047.257812,Y=105746.679688,Z=2474.719727)","(Pitch=0.000000,Yaw=18.688101,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_43,Class'/Script/Engine.AudioVolume',"(X=15848.742188,Y=-100804.242188,Z=303.932739)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_44,Class'/Script/Engine.AudioVolume',"(X=-82694.625000,Y=44506.167969,Z=12075.871094)","(Pitch=8.280498,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",
Row_45,Class'/Script/Engine.BoxReflectionCapture',"(X=-86283.632812,Y=44513.601562,Z=11850.232422)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1517.125000,Y=256.250000,Z=400.000000)",
Row_46,Class'/Script/Engine.BoxReflectionCapture',"(X=-80474.195312,Y=46138.011719,Z=12431.850586)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1000.000000,Y=1204.000000,Z=400.000000)",
Row_47,Class'/Script/Engine.BoxReflectionCapture',"(X=-81393.007812,Y=42454.730469,Z=12331.945312)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1070.875000,Y=1000.000000,Z=400.000000)",
Row_48,Class'/Script/Engine.BoxReflectionCapture',"(X=-81747.304688,Y=45694.144531,Z=12477.938477)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=337.625000,Y=265.750000,Z=256.500000)",
Row_49,Class'/Script/Engine.BoxReflectionCapture',"(X=-79598.789062,Y=44513.601562,Z=12727.876953)","(Pitch=22.444496,Yaw=0.000000,Roll=0.000000)","(X=1256.375000,Y=332.500000,Z=348.750000)",
Row_50,Class'/Script/Engine.BoxReflectionCapture',"(X=-77704.609375,Y=44622.914062,Z=13164.791992)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=801.875000,Y=838.000000,Z=410.750000)",
Row_51,Class'/Script/Engine.BoxReflectionCapture',"(X=-81059.765625,Y=44073.722656,Z=12477.938477)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=244.867493,Y=687.500000,Z=256.500000)",
Row_52,Class'/Script/Engine.BoxReflectionCapture',"(X=-83051.429688,Y=42792.910156,Z=12414.139648)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=722.125000,Y=1000.000000,Z=298.125000)",
Row_53,Class'/Script/Engine.BoxReflectionCapture',"(X=-81061.929688,Y=44501.718750,Z=12477.938477)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=500.000000,Y=200.000000,Z=256.500000)",
Row_54,Class'/Script/Engine.BoxReflectionCapture',"(X=13880.077148,Y=-100820.125000,Z=276.761871)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1092.752441,Y=231.534988,Z=210.889999)",
Row_55,Class'/Script/Engine.BoxReflectionCapture',"(X=17204.000000,Y=-100820.125000,Z=276.761871)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=2211.185059,Y=268.334991,Z=226.832489)",
Row_56,Class'/Script/Engine.BoxReflectionCapture',"(X=-84877.789062,Y=44513.601562,Z=11894.348633)","(Pitch=22.444496,Yaw=0.000000,Roll=0.000000)","(X=1256.375000,Y=332.500000,Z=348.750000)",
Row_57,Class'/Script/Engine.BoxReflectionCapture',"(X=17205.000000,Y=-100820.125000,Z=475.783478)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=2211.185059,Y=204.902496,Z=53.437500)",
Row_58,Class'/Script/Engine.BoxReflectionCapture',"(X=13880.077148,Y=-100812.039062,Z=508.538696)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1092.752441,Y=158.875000,Z=20.879999)",
Row_59,Class'/Script/Engine.BoxReflectionCapture',"(X=113158.304688,Y=-43604.765625,Z=3259.825928)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=708.472473,Y=600.000000,Z=250.000000)",
Row_60,Class'/Script/Engine.BoxReflectionCapture',"(X=113617.882812,Y=-43417.457031,Z=2706.555420)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=708.472473,Y=850.000000,Z=250.000000)",
Row_61,Class'/Script/Engine.BoxReflectionCapture',"(X=-79506.437500,Y=107192.140625,Z=2369.569580)","(Pitch=0.000000,Yaw=-14.092100,Roll=0.000000)","(X=400.000000,Y=1000.000000,Z=400.000000)",
Row_62,Class'/Script/Engine.BoxReflectionCapture',"(X=-79005.640625,Y=108434.750000,Z=2565.982178)","(Pitch=0.000000,Yaw=-30.724400,Roll=0.000000)","(X=324.162506,Y=500.000000,Z=400.000000)",
Row_63,Class'/Script/Engine.BoxReflectionCapture',"(X=-77457.257812,Y=109892.382812,Z=2565.982178)","(Pitch=0.000000,Yaw=-62.836624,Roll=0.000000)","(X=350.000000,Y=500.000000,Z=400.000000)",
Row_64,Class'/Script/Engine.BoxReflectionCapture',"(X=-76453.648438,Y=110212.281250,Z=2531.013184)","(Pitch=0.000000,Yaw=-75.458344,Roll=0.000000)","(X=500.000000,Y=1000.000000,Z=400.000000)",
Row_65,Class'/Script/Engine.BoxReflectionCapture',"(X=-74932.054688,Y=110300.914062,Z=2466.161621)","(Pitch=0.492320,Yaw=-101.666359,Roll=2.383019)","(X=500.000000,Y=1000.000000,Z=400.000000)",
Row_66,Class'/Script/Engine.BoxReflectionCapture',"(X=-73190.585938,Y=109758.531250,Z=2442.663330)","(Pitch=2.817111,Yaw=-122.164070,Roll=4.428724)","(X=310.000000,Y=1300.000000,Z=350.000000)",
Row_67,Class'/Script/Engine.BoxReflectionCapture',"(X=-101670.664062,Y=-124679.070312,Z=2171.780762)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=363.000000,Y=523.500000,Z=229.500000)",
Row_68,Class'/Script/Engine.BoxReflectionCapture',"(X=-82951.851562,Y=44513.601562,Z=12404.104492)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1174.750000,Y=207.250000,Z=256.500000)",
Row_69,Class'/Script/Engine.BoxReflectionCapture',"(X=-72043.898438,Y=108562.546875,Z=2280.659668)","(Pitch=-2.607645,Yaw=-148.093277,Roll=4.179773)","(X=400.000000,Y=1000.000000,Z=400.000000)",
Row_70,Class'/Script/Engine.BoxReflectionCapture',"(X=-71387.968750,Y=107320.140625,Z=2214.118896)","(Pitch=0.000000,Yaw=-160.000015,Roll=0.000000)","(X=500.000000,Y=500.000000,Z=400.000000)",
Row_71,Class'/Script/Engine.BoxReflectionCapture',"(X=-73749.148438,Y=108614.445312,Z=2375.575195)","(Pitch=0.000000,Yaw=-35.000069,Roll=0.000000)","(X=1400.000000,Y=1000.000000,Z=400.000000)",
Row_72,Class'/Script/Engine.BoxReflectionCapture',"(X=-78246.187500,Y=106369.828125,Z=2508.492188)","(Pitch=0.000000,Yaw=-4.154002,Roll=0.000000)","(X=958.214966,Y=700.000000,Z=400.000000)",
Row_73,Class'/Script/Engine.BoxReflectionCapture',"(X=-74647.000000,Y=107487.820312,Z=2417.354492)","(Pitch=0.000000,Yaw=-26.694351,Roll=0.000000)","(X=500.000000,Y=400.000000,Z=500.000000)",
Row_74,Class'/Script/Engine.BoxReflectionCapture',"(X=-74085.968750,Y=106909.226562,Z=2348.448975)","(Pitch=0.000000,Yaw=-61.194134,Roll=0.000000)","(X=500.000000,Y=400.000000,Z=500.000000)",
Row_75,Class'/Script/Engine.BoxReflectionCapture',"(X=-73901.257812,Y=106053.109375,Z=2372.154541)","(Pitch=0.000000,Yaw=-96.024963,Roll=0.000000)","(X=500.000000,Y=500.000000,Z=500.000000)",
Row_76,Class'/Script/Engine.BoxReflectionCapture',"(X=-74372.531250,Y=105103.906250,Z=2341.638672)","(Pitch=0.000000,Yaw=-133.994293,Roll=0.000000)","(X=1000.000000,Y=400.000000,Z=500.000000)",
Row_77,Class'/Script/Engine.BoxReflectionCapture',"(X=30542.679688,Y=-41789.207031,Z=6284.379395)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=727.125000,Y=431.125000,Z=400.000000)",
Row_78,Class'/Script/Engine.BoxReflectionCapture',"(X=71848.039062,Y=-102032.703125,Z=2706.408447)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=363.000000,Y=523.500000,Z=229.500000)",
Row_79,Class'/Script/Engine.BoxReflectionCapture',"(X=-75523.070312,Y=107726.031250,Z=2476.476318)","(Pitch=0.000000,Yaw=7.098887,Roll=0.000000)","(X=500.000000,Y=500.000000,Z=400.000000)",
Row_80,Class'/Script/Engine.BoxReflectionCapture',"(X=-76359.625000,Y=107437.648438,Z=2181.937256)","(Pitch=0.000000,Yaw=39.068821,Roll=0.000000)","(X=500.000000,Y=400.000000,Z=400.000000)",
Row_81,Class'/Script/Engine.BoxReflectionCapture',"(X=-76869.960938,Y=106561.070312,Z=2527.012695)","(Pitch=0.000000,Yaw=75.881111,Roll=0.000000)","(X=1000.000000,Y=500.000000,Z=400.000000)",
Row_82,Class'/Script/Engine.BoxReflectionCapture',"(X=-78013.804688,Y=109542.632812,Z=2565.982178)","(Pitch=0.000000,Yaw=-53.276619,Roll=0.000000)","(X=329.225006,Y=400.000000,Z=400.000000)",
Row_83,Class'/Script/Engine.BoxReflectionCapture',"(X=-78493.632812,Y=109109.890625,Z=2565.982178)","(Pitch=0.000000,Yaw=-43.480602,Roll=0.000000)","(X=329.225006,Y=500.000000,Z=400.000000)",
Row_84,Class'/Script/Engine.BoxReflectionCapture',"(X=-81876.007812,Y=43678.652344,Z=12411.123047)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1517.125000,Y=250.250000,Z=292.000000)",
Row_85,Class'/Script/Engine.BoxReflectionCapture',"(X=66078.210938,Y=111686.601562,Z=1481.651001)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=363.000000,Y=523.500000,Z=229.500000)",
Row_86,Class'/Script/Engine.BoxReflectionCapture',"(X=73602.656250,Y=110331.679688,Z=1807.415649)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=949.000000,Y=504.750000,Z=400.000000)",
Row_87,Class'/Script/Engine.BoxReflectionCapture',"(X=-83076.625000,Y=44110.558594,Z=12478.943359)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=244.867493,Y=277.637482,Z=256.500000)",
Row_88,Class'/Script/Engine.BoxReflectionCapture',"(X=-82271.507812,Y=45474.109375,Z=12477.938477)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=244.867493,Y=809.000000,Z=256.500000)",
Row_89,Class'/Script/Engine.BoxReflectionCapture',"(X=-75000.000000,Y=-75000.000000,Z=2177.936035)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=15100.000000,Y=15100.000000,Z=3000.000000)",
Row_90,Class'/Script/Engine.BoxReflectionCapture',"(X=16452.183594,Y=36414.539062,Z=3175.942383)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=795.250000,Y=864.375000,Z=400.000000)",
Row_91,BlueprintGeneratedClass'/Game/Locations/Cabin/CabinDoorLeftBlueprint.CabinDoorLeftBlueprint_C',"(X=69863.148438,Y=-100262.140625,Z=2645.600342)","(Pitch=0.000000,Yaw=-179.999985,Roll=0.000000)","(X=1.125000,Y=1.000000,Z=1.162500)","StaticMesh'/Game/Locations/Cabin/BUI_Cabin01_Door.BUI_Cabin01_Door'","(Material'""/Game/Locations/Cabin/PROP_CabinDoor01_mat""')"
Row_92,BlueprintGeneratedClass'/Game/Locations/Cabin/CabinDoorLeftBlueprint.CabinDoorLeftBlueprint_C',"(X=69720.093750,Y=-99183.390625,Z=2645.600342)","(Pitch=0.000000,Yaw=-179.999985,Roll=0.000000)","(X=1.125000,Y=1.000000,Z=1.162500)","StaticMesh'/Game/Locations/Cabin/BUI_Cabin01_Door.BUI_Cabin01_Door'","(Material'""/Game/Locations/Cabin/PROP_CabinDoor01_mat""')"
Row_93,BlueprintGeneratedClass'/Game/Locations/Cabin/CabinDoorLeftBlueprint.CabinDoorLeftBlueprint_C',"(X=70390.195312,Y=-99649.781250,Z=2645.600342)","(Pitch=0.000000,Yaw=89.999992,Roll=0.000000)","(X=1.047500,Y=1.000000,Z=1.162500)","StaticMesh'/Game/Locations/Cabin/BUI_Cabin01_Door.BUI_Cabin01_Door'","(Material'""/Game/Locations/Cabin/PROP_CabinDoor01_mat""')"
Row_94,BlueprintGeneratedClass'/Game/Locations/Cabin/CabinDoorLeftBlueprint.CabinDoorLeftBlueprint_C',"(X=71278.578125,Y=114619.820312,Z=1697.953491)","(Pitch=0.000000,Yaw=-179.999985,Roll=0.000000)","(X=1.125000,Y=1.000000,Z=1.162500)","StaticMesh'/Game/Locations/Cabin/BUI_Cabin01_Door.BUI_Cabin01_Door'","(Material'""/Game/Locations/Cabin/PROP_CabinDoor01_mat""')"
Row_95,BlueprintGeneratedClass'/Game/Locations/Cabin/CabinDoorLeftBlueprint.CabinDoorLeftBlueprint_C',"(X=71135.531250,Y=115698.570312,Z=1697.953491)","(Pitch=0.000000,Yaw=-179.999985,Roll=0.000000)","(X=1.125000,Y=1.000000,Z=1.162500)","StaticMesh'/Game/Locations/Cabin/BUI_Cabin01_Door.BUI_Cabin01_Door'","(Material'""/Game/Locations/Cabin/PROP_CabinDoor01_mat""')"
Row_96,BlueprintGeneratedClass'/Game/Locations/Cabin/CabinDoorLeftBlueprint.CabinDoorLeftBlueprint_C',"(X=71805.632812,Y=115232.179688,Z=1697.953491)","(Pitch=0.000000,Yaw=89.999992,Roll=0.000000)","(X=1.047500,Y=1.000000,Z=1.162500)","StaticMesh'/Game/Locations/Cabin/BUI_Cabin01_Door.BUI_Cabin01_Door'","(Material'""/Game/Locations/Cabin/PROP_CabinDoor01_mat""')"
Row_97,BlueprintGeneratedClass'/Game/Locations/Cabin/CabinDoorLeftBlueprint.CabinDoorLeftBlueprint_C',"(X=65409.609375,Y=111753.007812,Z=1259.036743)","(Pitch=0.000000,Yaw=89.999985,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Cabin/BUI_Cabin01_Door.BUI_Cabin01_Door'","(Material'""/Game/Locations/Cabin/PROP_CabinDoor01_mat""')"
Row_98,BlueprintGeneratedClass'/Game/Locations/Cabin/CabinDoorLeftBlueprint.CabinDoorLeftBlueprint_C',"(X=-41670.734375,Y=-14751.406250,Z=6148.077148)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.100000,Y=1.000000,Z=1.200000)","StaticMesh'/Game/Locations/Cabin/BUI_Cabin01_Door.BUI_Cabin01_Door'","(Material'""/Game/Locations/Cabin/PROP_CabinDoor01_mat""')"
Row_99,BlueprintGeneratedClass'/Game/Locations/Cabin/CabinDoorLeftBlueprint.CabinDoorLeftBlueprint_C',"(X=30773.052734,Y=-41719.894531,Z=6269.138184)","(Pitch=0.000000,Yaw=89.999992,Roll=0.000000)","(X=1.102500,Y=1.000000,Z=1.185000)","StaticMesh'/Game/Locations/Cabin/BUI_Cabin01_Door.BUI_Cabin01_Door'","(Material'""/Game/Locations/Cabin/PROP_CabinDoor01_mat""')"
Row_100,BlueprintGeneratedClass'/Game/Locations/Cabin/CabinDoorLeftBlueprint.CabinDoorLeftBlueprint_C',"(X=71179.460938,Y=-101966.296875,Z=2483.794189)","(Pitch=0.000000,Yaw=89.999985,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Cabin/BUI_Cabin01_Door.BUI_Cabin01_Door'","(Material'""/Game/Locations/Cabin/PROP_CabinDoor01_mat""')"
Row_101,BlueprintGeneratedClass'/Game/Locations/Cabin/CabinDoorLeftBlueprint.CabinDoorLeftBlueprint_C',"(X=-102339.250000,Y=-124612.664062,Z=1949.166870)","(Pitch=0.000000,Yaw=89.999985,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Cabin/BUI_Cabin01_Door.BUI_Cabin01_Door'","(Material'""/Game/Locations/Cabin/PROP_CabinDoor01_mat""')"
Row_102,BlueprintGeneratedClass'/Game/Locations/Church/ChurchDoorLeftBlueprint.ChurchDoorLeftBlueprint_C',"(X=29865.140625,Y=-41865.277344,Z=6270.485352)","(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000)","(X=1.010000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Church/churchdoor01.churchdoor01'","(Material'""/Game/Locations/RedHouse/WoodWorkWhite_mat""')"
